arrival_year,arrival_month,booking_status,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,avg_price_per_room
2018,8,1,1,1,Online,107.1
2017,10,1,1,2,Online,126.0
2018,3,1,0,3,Online,71.1
2018,10,0,2,4,Online,135.0
2018,9,1,2,2,Online,129.6
2018,7,1,0,1,Offline,125.0
2018,7,1,1,1,Online,142.2
2018,10,1,1,1,Online,149.0
2018,5,1,2,2,Online,99.66
2018,9,1,1,2,Online,145.0
2018,3,0,0,1,Online,135.0
2018,5,1,2,2,Online,92.83
2018,6,0,0,2,Online,100.0
2018,10,1,2,2,Online,153.0
2018,8,0,1,4,Online,99.45
2018,6,1,0,2,Online,87.32
2018,3,1,2,1,Online,84.33
2018,4,1,2,3,Offline,78.0
2018,8,0,1,2,Online,152.1
2018,4,1,0,4,Offline,80.75
2018,11,1,0,2,Online,140.0
2018,11,1,0,1,Corporate,179.38
2018,5,1,2,1,Online,114.3
2018,3,0,2,0,Online,100.7
2018,2,1,0,2,Online,81.0
2017,10,1,2,1,Online,117.0
2018,8,1,0,1,Online,140.0
2018,11,0,4,8,Online,96.92
2018,9,0,0,1,Online,126.9
2018,12,1,2,5,Online,97.75
2018,12,1,2,1,Online,79.2
2017,10,1,0,4,Online,159.75
2018,11,1,0,1,Offline,99.0
2017,10,1,0,2,Online,98.4
2018,6,0,0,2,Online,95.0
2018,6,0,0,1,Online,126.9
2018,2,1,2,1,Offline,87.0
2018,7,0,2,5,Online,104.4
2017,9,1,0,2,Offline,82.0
2018,1,1,1,2,Online,73.9
2018,1,1,0,1,Online,79.0
2018,10,0,0,2,Online,120.0
2018,6,0,1,1,Online,115.0
2017,10,0,1,1,Online,70.0
2017,10,1,1,1,Offline,112.2
2018,6,0,0,2,Online,115.0
2018,5,0,2,7,Online,109.65
2018,9,0,1,0,Online,118.15
2018,10,1,1,2,Offline,85.0
2018,6,1,0,3,Offline,120.0
2018,10,0,1,4,Online,131.58
2018,12,1,0,2,Corporate,85.0
2017,11,1,1,2,Offline,80.0
2018,5,1,1,1,Online,130.0
2018,1,1,0,1,Online,78.3
2018,6,1,1,3,Online,68.61
2018,7,1,0,1,Online,127.8
2018,4,1,1,3,Online,53.25
2017,9,1,2,4,Online,89.25
2018,6,0,0,2,Online,115.0
2018,6,1,1,0,Online,96.3
2018,9,1,1,2,Offline,80.0
2018,5,0,5,10,Aviation,95.0
2018,6,1,0,2,Offline,95.0
2018,6,1,2,1,Online,95.1
2018,2,1,0,1,Online,81.0
2018,2,1,0,2,Online,127.0
2017,10,1,1,0,Online,68.72
2018,4,1,1,0,Online,119.0
2018,4,0,0,1,Online,65.0
2018,11,0,0,3,Online,110.0
2018,9,0,1,2,Online,107.0
2018,6,0,1,0,Online,200.0
2018,10,0,0,5,Online,132.3
2017,12,1,2,2,Offline,65.0
2018,4,0,2,2,Online,130.05
2018,11,0,2,3,Online,70.55
2018,8,1,2,2,Offline,80.75
2018,10,0,1,3,Online,108.8
2018,4,0,0,3,Online,126.0
2017,8,1,0,2,Offline,109.0
2018,2,1,0,3,Offline,118.0
2018,5,1,1,1,Offline,100.0
2017,9,1,0,1,Online,114.0
2018,11,0,0,2,Online,79.2
2018,1,1,1,0,Online,75.95
2018,11,0,6,14,Online,97.2
2018,8,1,1,5,Online,148.2
2018,3,0,0,3,Online,87.3
2018,9,0,0,2,Online,120.0
2018,7,0,2,2,Online,91.38
2018,4,1,2,1,Online,96.3
2018,12,1,2,2,Online,149.6
2018,4,0,0,2,Online,115.0
2018,6,0,0,2,Online,95.0
2018,9,1,2,2,Corporate,116.72
2018,11,1,0,2,Corporate,65.0
2018,10,0,2,2,Online,89.25
2018,8,1,0,1,Online,109.83
2017,9,1,0,1,Offline,56.1
2018,6,1,0,3,Offline,80.75
2018,12,1,1,5,Online,68.5
2018,5,0,0,2,Corporate,140.0
2018,11,1,2,4,Online,107.99
2018,10,0,1,1,Online,140.0
2018,4,0,0,2,Online,117.0
2018,9,1,1,4,Online,154.98
2018,4,0,2,4,Online,159.0
2018,6,0,1,2,Online,113.1
2018,9,1,2,2,Online,135.0
2017,11,1,1,0,Online,91.0
2018,1,1,0,2,Online,44.0
2018,9,1,1,3,Online,150.5
2018,2,1,0,1,Online,55.08
2018,8,1,1,2,Online,92.0
2017,9,1,0,2,Online,93.6
2017,8,1,2,1,Online,76.5
2018,12,1,0,2,Offline,80.0
2017,8,1,2,4,Online,100.67
2018,3,1,1,1,Online,68.53
2018,5,0,1,3,Online,89.25
2018,6,1,2,1,Online,119.5
2018,8,1,1,0,Online,92.0
2018,5,1,2,2,Offline,75.0
2018,4,1,0,1,Online,89.0
2018,9,1,0,1,Online,118.8
2017,10,1,1,3,Online,6.0
2018,5,0,1,2,Online,119.7
2018,11,1,1,2,Offline,112.0
2017,10,0,1,2,Online,75.0
2018,11,1,4,8,Online,124.52
2017,7,0,2,1,Online,94.5
2018,9,0,2,1,Online,135.9
2018,6,1,1,0,Online,105.3
2017,8,1,2,1,Offline,94.5
2018,1,1,4,12,Online,69.5
2018,2,0,2,1,Online,61.0
2018,10,1,2,1,Online,118.8
2017,10,1,2,1,Offline,65.0
2018,5,1,2,3,Offline,78.0
2018,5,0,0,3,Corporate,100.0
2018,10,0,2,2,Online,140.0
2018,6,0,0,3,Online,130.0
2018,12,1,3,7,Online,65.11
2017,10,0,1,2,Online,75.0
2018,3,1,0,3,Online,91.67
2018,7,0,0,2,Online,91.48
2017,8,1,2,5,Online,110.71
2017,12,1,1,4,Offline,67.0
2018,11,1,1,0,Online,54.75
2018,11,0,1,2,Online,89.0
2018,5,0,1,2,Online,109.35
2018,11,0,2,1,Online,88.2
2018,8,1,2,4,Online,145.2
2018,4,1,0,1,Offline,131.6
2018,10,1,0,1,Online,120.0
2018,10,0,2,1,Online,80.1
2018,5,1,2,0,Online,116.1
2018,5,1,0,4,Offline,95.25
2018,8,0,1,1,Online,159.3
2018,10,1,1,2,Online,94.97
2018,8,0,1,2,Online,115.5
2018,12,1,0,3,Online,113.87
2018,10,0,2,2,Online,89.25
2018,9,0,2,5,Online,80.0
2018,8,0,2,6,Online,107.1
2017,11,1,0,2,Online,95.0
2018,7,1,0,3,Online,124.5
2018,9,0,2,3,Online,149.4
2018,8,0,2,5,Online,109.66
2018,10,1,1,2,Online,140.0
2017,8,1,0,2,Offline,109.0
2018,11,0,0,1,Online,91.0
2018,2,1,0,1,Online,88.0
2018,10,1,2,2,Online,122.85
2018,7,1,1,2,Online,151.0
2018,5,1,0,1,Online,105.3
2018,10,1,2,3,Offline,80.75
2017,8,1,2,1,Offline,94.5
2018,3,1,1,1,Online,127.0
2017,8,0,2,5,Online,85.29
2018,10,0,2,1,Online,105.3
2018,11,1,0,5,Offline,75.0
2017,9,1,0,2,Corporate,90.0
2018,5,0,1,1,Online,104.49
2018,6,1,2,2,Online,114.0
2018,5,1,0,3,Online,99.9
2018,6,1,0,2,Offline,95.0
2018,6,1,1,0,Online,121.0
2018,6,1,1,1,Online,159.3
2017,11,1,0,2,Offline,73.0
2018,8,1,0,1,Online,297.0
2018,5,0,1,2,Online,95.0
2018,5,1,1,2,Corporate,65.0
2017,12,1,2,1,Offline,64.0
2018,6,1,0,2,Offline,95.0
2017,10,1,0,1,Offline,67.0
2018,3,1,0,2,Complementary,55.0
2018,11,1,1,3,Online,88.4
2018,7,0,2,2,Online,265.0
2017,8,1,0,2,Offline,109.0
2018,4,0,0,4,Online,144.5
2018,5,0,0,3,Online,95.0
2018,12,1,1,1,Online,189.0
2018,3,0,1,4,Online,72.75
2018,5,1,0,2,Corporate,130.0
2018,12,1,1,0,Online,88.0
2018,8,0,2,0,Online,177.3
2018,9,0,0,4,Online,119.85
2018,8,1,2,2,Online,62.18
2017,10,1,1,2,Offline,90.0
2017,12,1,2,9,Offline,58.91
2018,10,1,2,3,Online,151.2
2018,3,0,0,2,Online,76.5
2018,11,1,0,1,Corporate,67.0
2018,4,1,2,7,Offline,107.0
2017,8,1,0,2,Offline,109.0
2018,6,0,0,2,Online,95.0
2018,8,1,1,4,Online,122.4
2018,10,1,2,0,Online,102.6
2018,8,1,2,3,Online,65.6
2018,12,1,2,0,Online,88.69
2018,1,1,0,1,Corporate,80.0
2018,9,0,0,5,Online,137.0
2018,9,0,0,3,Online,207.9
2017,12,1,0,1,Online,75.0
2018,5,0,0,2,Online,100.0
2018,12,1,2,3,Offline,166.0
2018,3,1,1,3,Online,82.45
2018,3,1,0,2,Online,80.3
2018,8,1,0,2,Online,175.0
2018,11,1,0,4,Online,134.3
2018,11,1,2,3,Online,174.9
2018,12,1,2,2,Online,140.0
2017,12,1,0,4,Offline,71.0
2017,8,0,1,1,Online,105.0
2018,4,1,2,2,Online,112.5
2018,2,1,1,3,Online,99.0
2018,2,1,1,2,Online,68.22
2018,1,1,2,1,Offline,102.0
2018,5,0,0,3,Corporate,100.0
2017,9,1,0,2,Offline,101.5
2018,7,0,0,4,Online,94.5
2018,11,1,2,1,Offline,105.0
2018,2,0,0,2,Online,91.0
2018,11,1,1,1,Online,114.0
2018,3,1,2,1,Offline,40.67
2017,11,1,0,1,Corporate,65.0
2018,3,0,2,5,Online,124.79
2017,10,1,0,2,Online,103.05
2018,3,1,1,3,Online,101.15
2017,9,1,0,2,Corporate,100.0
2018,6,0,1,2,Online,72.0
2018,9,1,1,0,Offline,101.15
2018,5,1,1,0,Online,116.1
2018,12,1,0,4,Online,79.9
2018,7,1,0,1,Online,146.7
2017,10,0,1,1,Online,205.0
2018,11,1,0,3,Online,106.5
2018,8,0,2,3,Online,217.6
2017,10,0,1,2,Online,110.0
2017,8,1,0,3,Offline,63.75
2017,12,1,0,0,Online,0.0
2018,4,1,1,3,Offline,90.0
2018,6,0,2,5,Online,182.26
2018,1,1,2,1,Offline,109.0
2018,8,1,4,6,Offline,72.25
2018,7,1,1,1,Online,139.0
2018,10,1,0,1,Corporate,67.0
2018,4,1,0,1,Online,131.0
2018,8,1,0,2,Online,110.0
2018,7,1,2,5,Online,134.18
2018,6,0,0,1,Online,140.4
2017,9,1,0,1,Corporate,85.0
2018,11,0,2,4,Online,68.0
2018,6,0,1,0,Online,99.9
2017,7,0,0,2,Online,101.5
2018,7,1,1,2,Online,151.0
2018,5,0,0,1,Online,126.9
2018,9,1,2,3,Online,129.6
2017,7,0,2,1,Online,94.5
2018,4,1,2,1,Online,112.8
2018,8,1,2,0,Online,85.5
2018,1,1,0,1,Online,81.0
2018,9,0,0,4,Online,149.4
2018,7,1,1,2,Offline,84.58
2018,8,0,2,5,Online,91.93
2018,9,0,1,0,Online,99.0
2017,9,1,2,0,Corporate,100.0
2018,11,1,1,0,Corporate,103.0
2018,4,1,0,1,Online,95.0
2018,8,0,2,7,Online,112.2
2018,5,1,2,3,Offline,95.0
2018,10,0,2,1,Online,161.33
2018,2,1,4,8,Online,0.5
2018,7,1,0,4,Online,189.0
2018,3,1,2,1,Offline,100.81
2018,9,0,0,2,Online,117.0
2017,10,1,0,2,Online,104.85
2018,11,1,2,4,Offline,62.5
2018,10,1,0,3,Offline,95.0
2018,11,1,1,2,Corporate,65.0
2018,11,0,0,1,Online,88.0
2018,1,1,0,2,Corporate,79.0
2018,10,1,0,0,Online,0.0
2018,6,1,1,3,Online,131.0
2017,12,1,2,2,Offline,65.0
2018,3,0,2,4,Online,63.58
2018,9,1,1,1,Aviation,95.0
2018,3,1,0,3,Online,67.5
2018,12,1,1,3,Online,88.4
2018,2,1,1,2,Offline,111.8
2018,12,0,1,4,Online,88.74
2018,3,0,0,3,Online,99.3
2017,8,1,0,4,Online,105.0
2017,7,0,2,1,Online,94.5
2018,8,0,0,5,Online,202.5
2018,4,1,0,1,Online,6.0
2018,2,0,2,0,Online,100.0
2018,10,0,0,2,Online,112.0
2018,11,1,2,3,Online,164.2
2018,7,1,2,3,Online,99.45
2018,6,0,1,1,Online,126.9
2017,10,0,0,2,Online,80.0
2018,12,1,0,1,Online,52.36
2018,8,1,1,1,Online,126.9
2018,3,0,1,2,Online,130.0
2017,10,1,1,1,Online,89.25
2017,7,1,0,2,Offline,80.0
2018,7,1,0,1,Online,111.0
2017,9,1,0,2,Offline,87.5
2018,8,0,0,3,Online,72.25
2018,7,1,0,1,Complementary,0.0
2017,11,1,1,3,Online,85.0
2018,3,0,0,4,Online,47.43
2018,8,1,1,3,Offline,72.25
2018,11,0,1,5,Online,97.75
2018,11,1,0,2,Online,136.8
2018,5,0,1,2,Online,143.1
2018,7,1,0,2,Online,91.63
2018,8,0,0,2,Online,115.0
2018,11,1,2,2,Online,83.01
2018,9,0,1,2,Online,107.0
2018,3,1,2,1,Online,74.95
2018,10,0,2,1,Online,98.1
2018,8,1,2,2,Online,148.0
2018,12,0,0,3,Online,91.8
2018,9,0,2,1,Online,126.9
2018,8,1,0,2,Online,105.3
2018,7,1,1,2,Offline,107.69
2018,11,1,1,4,Online,74.8
2018,10,0,2,1,Online,120.0
2018,10,0,0,4,Online,96.3
2018,5,1,0,1,Corporate,140.0
2018,12,1,2,2,Online,115.68
2018,3,1,0,1,Online,67.22
2018,11,0,0,3,Online,89.0
2018,8,0,0,3,Online,124.5
2018,6,1,2,0,Offline,95.0
2018,9,1,0,1,Online,147.59
2018,12,1,0,4,Online,82.88
2018,8,1,1,1,Online,131.4
2018,5,1,1,0,Online,89.0
2017,9,1,1,0,Online,155.0
2018,6,1,1,2,Online,129.0
2018,9,1,1,1,Online,149.0
2018,8,0,1,0,Online,129.0
2018,10,1,2,3,Online,104.04
2018,10,0,0,1,Online,104.4
2018,2,0,0,3,Online,68.7
2018,6,1,0,2,Offline,95.0
2018,3,1,1,0,Online,96.0
2018,6,1,0,1,Online,141.0
2018,5,0,1,2,Online,95.0
2017,9,1,0,2,Offline,105.0
2018,1,1,2,4,Online,77.88
2018,9,0,0,2,Online,117.9
2018,4,1,1,4,Online,89.25
2018,7,1,1,2,Online,110.46
2018,8,0,1,5,Online,123.25
2018,12,1,2,5,Online,74.8
2018,6,1,1,2,Online,102.33
2018,10,0,2,0,Online,115.0
2018,7,1,0,2,Online,126.0
2018,12,1,0,3,Offline,68.0
2018,3,1,2,4,Offline,46.67
2018,6,1,1,2,Offline,75.0
2018,5,1,0,4,Online,108.19
2017,7,1,2,1,Offline,94.5
2018,1,1,1,2,Online,86.1
2018,1,1,3,5,Online,64.08
2017,9,1,1,0,Offline,67.0
2018,6,1,0,1,Online,95.48
2018,12,1,0,2,Online,104.0
2018,3,1,0,2,Online,139.0
2018,4,1,1,3,Online,90.95
2018,9,0,1,0,Online,115.2
2018,6,1,0,3,Online,112.33
2018,10,0,1,1,Online,153.0
2018,10,1,2,2,Online,129.6
2018,10,0,0,4,Online,90.9
2018,5,1,1,1,Offline,100.0
2018,7,1,1,3,Online,94.5
2018,5,1,0,3,Online,114.3
2018,5,1,0,1,Online,98.1
2017,9,0,1,0,Online,124.0
2018,4,1,1,1,Online,95.2
2018,7,1,0,1,Corporate,75.0
2018,9,1,2,2,Offline,128.0
2018,7,0,1,1,Online,99.9
2018,8,1,0,2,Corporate,94.0
2018,8,0,1,2,Online,90.9
2018,10,1,0,1,Online,125.1
2018,3,0,1,2,Online,93.3
2017,10,1,0,2,Offline,109.0
2018,4,1,0,3,Online,96.3
2018,2,0,1,5,Online,61.43
2017,7,0,2,1,Online,94.5
2018,5,1,1,1,Offline,112.0
2017,9,0,1,2,Online,127.0
2018,7,0,2,5,Online,91.68
2018,6,1,0,3,Offline,120.0
2018,6,0,0,1,Online,126.36
2018,7,1,0,1,Online,109.0
2018,5,1,1,2,Online,116.1
2018,1,1,0,4,Online,55.0
2018,8,1,2,4,Online,135.9
2017,8,1,0,2,Online,106.0
2018,2,1,0,3,Online,171.0
2018,5,1,1,0,Online,124.0
2017,10,1,1,1,Offline,112.2
2018,2,1,0,3,Online,80.55
2017,9,1,1,2,Offline,76.67
2018,11,1,0,1,Online,82.44
2018,10,0,2,0,Online,105.0
2018,5,0,0,2,Online,168.3
2017,11,1,1,0,Corporate,65.0
2018,3,0,0,2,Online,67.5
2017,9,1,0,2,Offline,87.0
2018,10,0,1,0,Online,90.0
2017,9,1,1,2,Offline,90.0
2018,12,1,1,3,Online,201.08
2018,10,1,2,2,Online,95.85
2018,7,0,3,7,Online,90.95
2018,9,0,0,3,Online,130.5
2017,11,1,0,4,Offline,69.0
2018,3,0,0,2,Online,87.3
2018,9,1,1,3,Online,210.0
2018,10,1,0,2,Online,160.2
2018,2,0,2,2,Online,73.95
2018,6,1,2,4,Online,119.85
2018,3,1,2,3,Offline,60.0
2017,10,1,0,1,Online,101.0
2018,4,0,2,4,Online,90.0
2018,4,1,0,5,Online,99.45
2018,3,1,2,2,Online,79.8
2018,2,1,0,1,Online,81.0
2018,5,1,0,1,Offline,62.5
2018,8,1,2,4,Online,210.6
2017,10,1,1,2,Offline,98.67
2017,8,1,2,3,Online,93.2
2018,6,1,0,3,Offline,76.5
2018,6,0,0,2,Online,95.0
2018,3,0,0,4,Online,82.45
2018,2,1,0,1,Corporate,31.0
2017,9,1,2,2,Online,94.6
2017,11,1,0,2,Offline,73.0
2018,8,0,1,2,Online,82.45
2017,10,1,1,0,Corporate,65.0
2018,8,0,2,3,Online,130.05
2018,3,1,0,2,Online,89.3
2017,8,0,2,1,Online,94.5
2018,8,1,0,2,Online,90.9
2018,10,0,2,3,Online,85.85
2018,1,1,0,3,Offline,52.0
2018,9,0,1,1,Online,98.1
2017,11,1,0,3,Online,90.95
2018,10,1,2,5,Offline,94.0
2018,4,0,1,2,Online,85.0
2018,5,1,1,2,Offline,75.0
2018,3,1,1,2,Offline,58.0
2018,9,1,0,1,Online,159.0
2018,5,0,0,1,Online,84.24
2018,9,0,2,1,Online,162.0
2018,1,1,0,3,Online,6.0
2018,8,1,2,4,Online,155.7
2018,4,1,1,3,Aviation,95.0
2018,3,0,1,2,Online,76.5
2018,12,1,2,3,Offline,70.0
2018,8,1,0,1,Complementary,0.0
2018,7,0,2,2,Online,90.95
2018,5,0,0,4,Online,127.93
2017,9,1,2,2,Online,85.5
2018,3,1,2,1,Corporate,85.67
2018,7,0,1,1,Online,115.0
2018,4,1,0,3,Online,91.48
2018,11,1,1,2,Online,104.0
2018,4,0,1,2,Online,85.0
2017,10,1,2,3,Online,107.65
2018,8,0,1,0,Online,98.0
2018,3,0,6,13,Online,70.46
2018,9,1,1,2,Online,126.9
2018,11,1,0,3,Offline,72.0
2017,10,0,1,3,Online,86.0
2018,9,1,0,3,Online,116.67
2018,4,1,1,1,Online,85.5
2018,9,1,1,0,Online,135.9
2018,8,1,0,2,Online,128.5
2018,2,1,2,4,Online,91.0
2017,11,1,1,2,Online,79.2
2017,7,0,0,1,Online,76.5
2018,10,1,0,2,Online,215.6
2017,8,1,0,2,Offline,109.0
2018,5,0,0,2,Online,207.9
2018,5,0,2,3,Online,141.32
2018,8,1,1,3,Online,90.95
2017,12,1,1,4,Online,118.2
2018,1,1,1,0,Online,108.0
2018,5,1,0,4,Online,83.64
2017,11,1,2,2,Offline,60.0
2018,5,1,1,1,Online,155.0
2017,9,1,0,3,Offline,70.0
2018,6,1,0,1,Online,109.49
2018,6,1,1,1,Offline,110.0
2018,3,0,0,1,Online,71.1
2018,2,1,0,3,Offline,75.0
2018,11,1,0,1,Offline,68.0
2017,9,1,0,2,Online,120.0
2018,5,1,0,3,Offline,80.0
2018,4,0,2,1,Online,93.9
2018,7,0,2,1,Online,137.7
2017,9,1,0,4,Online,103.87
2018,8,1,0,3,Offline,100.0
2018,4,1,2,1,Offline,133.0
2017,11,1,1,2,Offline,49.07
2018,11,0,0,3,Corporate,77.0
2018,9,1,0,1,Online,98.1
2018,10,0,1,0,Online,108.0
2018,6,1,0,2,Offline,100.0
2017,10,1,0,1,Online,0.0
2018,10,0,1,0,Online,108.0
2018,3,1,2,2,Offline,68.0
2018,10,0,0,1,Online,219.6
2017,9,1,1,4,Online,75.53
2018,7,1,1,1,Online,137.7
2018,2,1,2,1,Online,111.0
2018,6,1,0,1,Offline,120.0
2017,9,1,0,4,Online,80.85
2017,11,1,0,3,Online,107.0
2018,7,0,0,1,Online,118.8
2018,10,1,0,4,Online,132.3
2018,11,1,1,2,Offline,75.0
2018,12,1,1,2,Online,86.0
2018,4,0,2,0,Online,89.0
2018,3,1,1,3,Online,67.6
2018,4,1,2,1,Online,109.67
2017,8,1,0,1,Online,80.0
2018,5,0,0,2,Online,140.4
2018,4,1,1,3,Online,63.49
2018,4,1,2,2,Offline,95.0
2018,4,1,1,2,Offline,71.0
2018,9,0,0,2,Online,117.0
2018,1,1,0,1,Offline,72.0
2018,3,0,1,2,Online,100.0
2018,3,1,0,1,Offline,82.4
2018,2,0,0,3,Online,82.33
2018,6,0,1,2,Online,132.0
2018,10,1,0,4,Online,98.1
2018,9,1,0,3,Offline,80.75
2018,4,1,0,1,Offline,45.0
2017,10,0,0,1,Online,0.0
2018,8,1,0,1,Online,154.0
2017,9,1,1,1,Offline,65.0
2018,11,1,1,4,Online,115.6
2018,6,1,1,2,Offline,83.33
2017,12,1,0,3,Offline,85.0
2018,5,1,1,3,Online,136.0
2017,10,1,1,1,Corporate,65.0
2018,9,0,0,2,Online,115.0
2018,9,1,2,2,Offline,102.68
2018,11,1,0,2,Offline,153.8
2018,4,1,2,1,Offline,87.04
2018,7,0,2,5,Online,217.11
2017,8,0,0,2,Corporate,65.0
2018,12,0,2,5,Online,144.63
2017,11,1,0,2,Offline,75.0
2018,5,1,0,4,Online,132.6
2018,4,1,1,0,Online,114.5
2018,5,1,2,3,Online,125.45
2018,5,1,2,2,Online,194.58
2017,12,1,0,2,Offline,69.0
2018,9,0,2,1,Online,116.1
2018,4,0,1,3,Online,76.58
2018,2,1,0,1,Corporate,86.0
2018,1,1,0,2,Offline,70.0
2018,8,0,0,4,Online,150.3
2018,10,1,1,2,Online,113.4
2018,1,1,0,2,Online,98.0
2018,8,0,1,2,Online,137.7
2018,3,0,1,2,Online,100.0
2018,6,1,1,0,Complementary,0.0
2017,10,1,2,2,Online,94.5
2018,8,1,0,1,Online,144.9
2018,6,1,1,3,Online,151.0
2018,4,1,1,3,Online,148.5
2018,4,0,1,3,Online,72.25
2018,8,1,0,3,Online,144.1
2018,7,1,0,4,Online,89.25
2018,10,0,0,2,Online,115.0
2018,6,1,0,2,Offline,95.0
2018,12,1,0,2,Offline,67.5
2018,10,0,2,1,Online,115.0
2018,6,1,0,2,Offline,140.0
2018,6,0,0,2,Online,130.0
2018,9,0,2,5,Online,177.3
2018,12,0,2,3,Online,71.91
2018,4,0,0,1,Online,75.0
2018,10,1,2,2,Online,137.63
2017,9,1,2,3,Online,102.41
2018,9,0,0,3,Online,93.09
2018,4,1,0,2,Online,90.47
2018,5,1,0,3,Offline,98.0
2018,6,1,0,1,Offline,120.0
2018,9,0,1,2,Online,107.0
2018,3,1,1,0,Corporate,65.0
2018,12,1,2,1,Online,79.2
2018,6,0,1,3,Online,113.4
2017,9,1,1,3,Online,159.75
2018,9,1,1,3,Online,168.3
2018,12,1,1,2,Online,103.5
2018,12,0,0,2,Online,93.6
2017,12,1,0,2,Online,63.75
2018,4,1,1,1,Online,89.0
2017,11,1,0,1,Online,96.3
2018,4,1,1,2,Online,125.33
2018,9,1,0,3,Online,159.3
2018,11,0,2,5,Online,74.8
2018,9,1,0,4,Offline,95.0
2017,10,1,0,5,Online,89.25
2018,9,1,1,2,Online,170.1
2018,6,0,0,2,Corporate,100.0
2018,1,1,2,3,Online,88.0
2018,7,1,2,0,Online,90.9
2018,11,0,0,5,Online,63.75
2017,10,1,0,3,Online,85.5
2018,5,1,0,1,Online,215.0
2018,5,1,1,2,Online,105.3
2017,10,1,2,1,Offline,65.0
2018,2,0,0,3,Online,81.0
2018,10,1,2,1,Offline,85.0
2018,5,1,2,3,Online,119.85
2018,5,1,1,4,Online,129.96
2018,10,0,2,0,Online,135.0
2018,9,0,2,3,Online,139.86
2018,7,0,2,3,Online,158.95
2018,10,1,2,0,Online,135.0
2018,10,0,2,0,Online,115.0
2018,9,1,0,1,Online,109.8
2018,2,0,2,1,Online,60.0
2018,11,0,0,2,Online,52.0
2018,4,0,0,2,Online,115.0
2018,11,0,0,4,Online,102.0
2018,5,1,1,3,Online,152.15
2018,12,1,0,1,Complementary,0.0
2018,7,1,2,5,Online,87.18
2018,11,0,0,2,Online,90.0
2018,5,1,0,1,Offline,85.0
2017,9,1,1,3,Online,125.4
2017,8,1,0,2,Online,80.0
2018,11,1,0,3,Online,126.3
2018,8,1,2,5,Online,123.3
2018,10,1,1,3,Offline,85.0
2018,7,0,1,3,Online,141.75
2018,10,1,0,3,Offline,90.95
2018,12,1,1,2,Offline,161.67
2018,2,1,2,5,Online,81.0
2018,11,1,1,2,Online,88.0
2018,11,1,2,1,Offline,72.0
2018,9,0,0,2,Online,120.0
2017,12,1,0,5,Complementary,1.6
2018,1,1,0,2,Online,75.15
2018,8,1,1,3,Online,90.98
2018,8,1,0,1,Offline,81.25
2018,12,1,1,2,Offline,102.0
2017,7,0,2,1,Online,94.5
2018,5,1,0,2,Offline,111.5
2018,3,1,2,2,Online,90.95
2018,11,1,0,2,Offline,75.0
2017,8,1,0,2,Online,153.0
2017,9,1,0,2,Online,115.0
2018,4,0,0,4,Online,62.8
2018,6,0,2,1,Online,122.4
2018,7,0,0,4,Online,81.5
2017,11,1,1,1,Online,104.0
2018,10,1,0,5,Online,139.5
2018,1,1,0,2,Offline,71.0
2018,11,1,2,4,Online,107.99
2018,6,1,2,2,Online,109.65
2018,1,1,2,1,Online,68.99
2018,6,1,0,2,Online,133.1
2018,11,1,1,3,Online,89.9
2017,8,1,0,2,Offline,101.5
2018,3,0,1,2,Online,105.3
2018,12,1,1,1,Online,96.0
2018,7,1,1,2,Online,124.8
2017,9,1,0,2,Offline,48.0
2018,6,1,1,1,Offline,96.3
2018,1,1,0,1,Online,92.0
2018,5,0,0,1,Online,84.0
2018,10,1,0,2,Online,139.0
2018,8,1,0,5,Online,127.8
2018,9,1,1,2,Online,139.0
2017,8,1,2,3,Online,76.5
2017,7,0,0,2,Online,109.0
2017,8,1,0,2,Offline,101.5
2018,10,0,1,0,Online,90.0
2018,3,0,0,3,Online,78.3
2018,10,1,0,2,Complementary,0.0
2017,7,1,0,2,Offline,87.0
2018,7,0,0,3,Online,105.3
2018,8,1,0,4,Online,99.45
2018,9,0,0,2,Online,120.0
2018,9,0,1,2,Online,95.0
2018,11,1,0,0,Online,0.0
2018,5,1,0,3,Online,126.9
2018,4,0,2,3,Online,78.0
2017,9,1,2,4,Offline,117.6
2018,9,0,1,3,Online,95.0
2018,7,0,0,3,Online,149.4
2018,10,0,0,2,Online,120.0
2018,7,1,2,1,Online,70.44
2018,8,1,0,3,Online,140.7
2017,12,1,0,1,Corporate,65.0
2018,4,1,1,0,Corporate,65.0
2017,9,1,0,1,Offline,12.0
2018,9,0,2,5,Online,112.56
2018,5,0,3,5,Online,177.35
2018,7,1,1,0,Online,15.0
2018,9,1,2,2,Online,133.65
2018,1,1,0,3,Offline,72.0
2018,3,1,2,3,Online,63.87
2018,2,1,0,3,Offline,75.0
2017,8,1,2,1,Offline,94.5
2018,6,0,1,2,Online,132.0
2018,7,1,0,1,Online,137.7
2018,10,1,0,1,Offline,85.0
2018,10,1,0,3,Offline,85.0
2018,9,1,1,2,Online,142.2
2018,6,0,2,4,Online,120.0
2018,8,1,0,3,Online,94.5
2017,10,1,0,2,Offline,109.0
2017,10,1,0,2,Offline,100.0
2017,12,1,2,0,Online,107.0
2018,10,0,0,2,Online,103.5
2018,7,0,1,0,Online,86.5
2018,5,0,2,2,Online,109.3
2018,9,0,0,3,Online,110.0
2017,9,1,0,1,Offline,108.0
2017,9,1,1,0,Online,145.0
2018,3,0,0,1,Online,123.3
2018,3,1,1,3,Offline,62.8
